0 0
1 4
2 7.9664
3 11.9992
4 16.1968
5 20.2192
6 23.9256
7 28.0184
8 31.7296
9 35.952
10 40.3072
11 43.7816
12 48.4248
13 51.5736
14 55.2736
15 60.2312
16 64.244
17 68.1744
18 71.3872
19 75.0392
20 79.5272
21 83.452
22 88.708
23 91.6528
24 97.0376
25 100.272
26 103.8032
27 107.5904
28 111.82
29 115.1544
30 122.2456
31 123.5336
32 128.3048
33 129.9704
34 136.1432
35 139.292
36 145.3448
37 150.0488
38 153.0296
39 157.68
40 159.432
41 163.1312
42 167.224
43 171.7272
44 175.988
45 182.068
46 182.924
47 187.804
48 194.8224
49 197.4232
50 199.7776
51 202.1096
52 206.616
53 211.3432
54 216.2176
55 218.2128
56 223.404
57 226.0816
58 231.4816
59 233.0384
60 239.2224
61 243.3072
62 247.7704
63 249.9848
64 256.1104
65 263.252
66 262.316
67 269.7816
68 269.396
69 275.488
70 277.3224
71 285.9784
72 287.8064
73 290.7112
74 296.2904
75 301.4624
76 302.3808
77 308.124
78 313.3048
79 315.5544
80 316.6168
81 328.1912
82 324.2256
83 332.456
84 334.3736
85 340.3904
86 349.8424
87 347.0144
88 354.9656
89 354.5056
90 359.8648
91 361.8304
92 368.3992
93 369.5456
94 375.7704
95 382.2536
96 385.5192
97 387.948
98 391.088
99 397.1072
