0 0
1 16
2 32.180475226731275
3 48.03457089980704
4 64.65553865889177
5 80.28080413638617
6 95.89125261129604
7 112.34106044673473
8 126.58721366514436
9 145.07232440597997
10 159.55989433137373
11 173.49941049622964
12 191.25424621194082
13 208.99673949112642
14 223.54432255689773
15 239.99706757314442
16 255.46624601882905
17 276.11681096963673
18 286.7237376063159
19 300.94004519068625
20 322.28680210007605
21 340.6482923031599
22 348.51390258153884
23 363.0303913287864
24 385.3358601975561
25 399.0140381341751
26 413.6567317701107
27 433.04753429450494
28 449.17364159903815
29 461.7288043595176
30 473.31608424777596
31 493.25024579143144
32 508.7193328956577
33 522.2823868148336
34 541.1954242509078
35 569.6171908190279
36 579.2010501835396
37 589.3827977543318
38 604.7399057985654
39 614.0977867185037
40 637.1835365801846
41 649.5121936200771
42 668.9293025221535
43 679.7451065995959
44 707.6252174257019
45 723.6038456809425
46 726.7379772563803
47 758.158939708621
48 768.8982698779452
49 786.7506890216588
50 799.3431440952266
51 811.887593682164
52 815.7904515252
53 845.310685819695
54 860.8171210763702
55 887.0052441018595
56 908.6954182774883
57 925.281702478142
58 922.7605688779429
59 939.9403567627255
60 965.1880592287682
61 972.2972496368924
62 968.0267724445688
63 1002.7413152075433
64 1029.2878368351453
65 1047.3534623327002
66 1069.2551812399822
67 1059.4229708659736
68 1104.2788503705476
69 1105.769333003656
70 1124.9706774822894
71 1127.9428827629652
72 1163.1868816487415
73 1166.4938047022868
74 1195.7207050229165
75 1191.756681816559
76 1206.0305759933678
77 1235.2714566842344
78 1241.6111615991745
79 1270.8169730682405
80 1295.6055942755677
81 1301.0846318705533
82 1314.888339036855
83 1310.2930351646469
84 1364.725807764078
85 1360.9318298359722
86 1370.283104704429
87 1397.4389486739767
88 1431.8702757162368
89 1433.9992108632734
90 1469.9552601015257
91 1455.952463623493
92 1476.219258949011
93 1473.0263835492322
94 1491.189117390155
95 1502.029576772358
96 1561.4479593272783
97 1535.0541931840228
98 1574.1359234577696
99 1591.59517443157
